words,pos_likelihood,neg_likelihood
intimidate,0.0,0.01
intimidating,0.0,0.01
intimidatingly,0.0,0.01
intimidation,0.0,0.01
intolerable,0.0,0.01
intolerablely,0.0,0.01
intolerance,0.0,0.01
intoxicate,0.0,0.01
intractable,0.0,0.01
intransigence,0.0,0.01
intransigent,0.0,0.01
intrude,0.0,0.01
intrusion,0.0,0.01
intrusive,0.0,0.01
inundate,0.0,0.01
inundated,0.0,0.01
invader,0.0,0.01
invalid,0.0,0.01
invalidate,0.0,0.01
invalidity,0.0,0.01
invasive,0.0,0.01
invective,0.0,0.01
inveigle,0.0,0.01
invidious,0.0,0.01
invidiously,0.0,0.01
invidiousness,0.0,0.01
invisible,0.0,0.01
involuntarily,0.0,0.01
involuntary,0.0,0.01
irascible,0.0,0.01
irate,0.0,0.01
irately,0.0,0.01
ire,0.0,0.01
irk,0.0,0.01
irked,0.0,0.01
irking,0.0,0.01
irks,0.0,0.01
irksome,0.0,0.01
irksomely,0.0,0.01
irksomeness,0.0,0.01
irksomenesses,0.0,0.01
ironic,0.0,0.01
ironical,0.0,0.01
ironically,0.0,0.01
ironies,0.0,0.01
irony,0.0,0.01
irragularity,0.0,0.01
irrational,0.0,0.01
irrationalities,0.0,0.01
irrationality,0.0,0.01
irrationally,0.0,0.01
irrationals,0.0,0.01
irreconcilable,0.0,0.01
irrecoverable,0.0,0.01
irrecoverableness,0.0,0.01
irrecoverablenesses,0.0,0.01
irrecoverably,0.0,0.01
irredeemable,0.0,0.01
irredeemably,0.0,0.01
irreformable,0.0,0.01
irregular,0.0,0.01
irregularity,0.0,0.01
irrelevance,0.0,0.01
irrelevant,0.0,0.01
irreparable,0.0,0.01
irreplacible,0.0,0.01
irrepressible,0.0,0.01
irresolute,0.0,0.01
irresolvable,0.0,0.01
irresponsible,0.0,0.01
irresponsibly,0.0,0.01
irretating,0.0,0.01
irretrievable,0.0,0.01
irreversible,0.0,0.01
irritable,0.0,0.01
irritably,0.0,0.01
irritant,0.0,0.01
irritate,0.0,0.01
irritated,0.0,0.01
irritating,0.0,0.01
irritation,0.0,0.01
irritations,0.0,0.01
isolate,0.0,0.01
isolated,0.0,0.01
isolation,0.0,0.01
issue,0.0,0.01
issues,0.0,0.01
itch,0.0,0.01
itching,0.0,0.01
itchy,0.0,0.01
jabber,0.0,0.01
jaded,0.0,0.01
jagged,0.0,0.01
jam,0.0,0.01
jarring,0.0,0.01
jaundiced,0.0,0.01
jealous,0.0,0.01
jealously,0.0,0.01
jealousness,0.0,0.01
jealousy,0.0,0.01
jeer,0.0,0.01
jeering,0.0,0.01
jeeringly,0.0,0.01
jeers,0.0,0.01
jeopardize,0.0,0.01
jeopardy,0.0,0.01
jerk,0.0,0.01
jerky,0.0,0.01
jitter,0.0,0.01
jitters,0.0,0.01
jittery,0.0,0.01
job-killing,0.0,0.01
jobless,0.0,0.01
joke,0.0,0.01
joker,0.0,0.01
jolt,0.0,0.01
judder,0.0,0.01
juddering,0.0,0.01
judders,0.0,0.01
jumpy,0.0,0.01
junk,0.0,0.01
junky,0.0,0.01
junkyard,0.0,0.01
jutter,0.0,0.01
jutters,0.0,0.01
kaput,0.0,0.01
kill,0.0,0.01
killed,0.0,0.01
killer,0.0,0.01
killing,0.0,0.01
killjoy,0.0,0.01
kills,0.0,0.01
knave,0.0,0.01
knife,0.0,0.01
knock,0.0,0.01
knotted,0.0,0.01
kook,0.0,0.01
kooky,0.0,0.01
lack,0.0,0.01
lackadaisical,0.0,0.01
lacked,0.0,0.01
lackey,0.0,0.01
lackeys,0.0,0.01
lacking,0.0,0.01
lackluster,0.0,0.01
lacks,0.0,0.01
laconic,0.0,0.01
lag,0.0,0.01
lagged,0.0,0.01
lagging,0.0,0.01
laggy,0.0,0.01
lags,0.0,0.01
laid-off,0.0,0.01
lambast,0.0,0.01
lambaste,0.0,0.01
lame,0.0,0.01
lame-duck,0.0,0.01
lament,0.0,0.01
lamentable,0.0,0.01
lamentably,0.0,0.01
languid,0.0,0.01
languish,0.0,0.01
languor,0.0,0.01
languorous,0.0,0.01
languorously,0.0,0.01
lanky,0.0,0.01
lapse,0.0,0.01
lapsed,0.0,0.01
lapses,0.0,0.01
lascivious,0.0,0.01
last-ditch,0.0,0.01
latency,0.0,0.01
laughable,0.0,0.01
laughably,0.0,0.01
laughingstock,0.0,0.01
lawbreaker,0.0,0.01
lawbreaking,0.0,0.01
lawless,0.0,0.01
lawlessness,0.0,0.01
layoff,0.0,0.01
layoff-happy,0.0,0.01
lazy,0.0,0.01
leak,0.0,0.01
leakage,0.0,0.01
leakages,0.0,0.01
leaking,0.0,0.01
leaks,0.0,0.01
leaky,0.0,0.01
lech,0.0,0.01
lecher,0.0,0.01
lecherous,0.0,0.01
lechery,0.0,0.01
leech,0.0,0.01
leer,0.0,0.01
leery,0.0,0.01
left-leaning,0.0,0.01
lemon,0.0,0.01
lengthy,0.0,0.01
less-developed,0.0,0.01
lesser-known,0.0,0.01
letch,0.0,0.01
lethal,0.0,0.01
lethargic,0.0,0.01
lethargy,0.0,0.01
lewd,0.0,0.01
lewdly,0.0,0.01
lewdness,0.0,0.01
liability,0.0,0.01
liable,0.0,0.01
liar,0.0,0.01
liars,0.0,0.01
licentious,0.0,0.01
licentiously,0.0,0.01
licentiousness,0.0,0.01
lie,0.0,0.01
lied,0.0,0.01
lier,0.0,0.01
lies,0.0,0.01
life-threatening,0.0,0.01
lifeless,0.0,0.01
limit,0.0,0.01
limitation,0.0,0.01
limitations,0.0,0.01
limited,0.0,0.01
limits,0.0,0.01
limp,0.0,0.01
listless,0.0,0.01
litigious,0.0,0.01
little-known,0.0,0.01
livid,0.0,0.01
lividly,0.0,0.01
loath,0.0,0.01
loathe,0.0,0.01
loathing,0.0,0.01
loathly,0.0,0.01
loathsome,0.0,0.01
loathsomely,0.0,0.01
lone,0.0,0.01
loneliness,0.0,0.01
lonely,0.0,0.01
loner,0.0,0.01
lonesome,0.0,0.01
long-time,0.0,0.01
long-winded,0.0,0.01
longing,0.0,0.01
longingly,0.0,0.01
loophole,0.0,0.01
loopholes,0.0,0.01
loose,0.0,0.01
loot,0.0,0.01
lorn,0.0,0.01
lose,0.0,0.01
loser,0.0,0.01
losers,0.0,0.01
loses,0.0,0.01
losing,0.0,0.01
loss,0.0,0.01
losses,0.0,0.01
lost,0.0,0.01
loud,0.0,0.01
louder,0.0,0.01
lousy,0.0,0.01
loveless,0.0,0.01
lovelorn,0.0,0.01
low-rated,0.0,0.01
lowly,0.0,0.01
ludicrous,0.0,0.01
ludicrously,0.0,0.01
lugubrious,0.0,0.01
lukewarm,0.0,0.01
lull,0.0,0.01
lumpy,0.0,0.01
lunatic,0.0,0.01
lunaticism,0.0,0.01
lurch,0.0,0.01
lure,0.0,0.01
lurid,0.0,0.01
lurk,0.0,0.01
lurking,0.0,0.01
lying,0.0,0.01
macabre,0.0,0.01
mad,0.0,0.01
madden,0.0,0.01
maddening,0.0,0.01
maddeningly,0.0,0.01
madder,0.0,0.01
madly,0.0,0.01
madman,0.0,0.01
madness,0.0,0.01
maladjusted,0.0,0.01
maladjustment,0.0,0.01
malady,0.0,0.01
malaise,0.0,0.01
malcontent,0.0,0.01
malcontented,0.0,0.01
maledict,0.0,0.01
malevolence,0.0,0.01
malevolent,0.0,0.01
malevolently,0.0,0.01
malice,0.0,0.01
malicious,0.0,0.01
maliciously,0.0,0.01
maliciousness,0.0,0.01
malign,0.0,0.01
malignant,0.0,0.01
malodorous,0.0,0.01
maltreatment,0.0,0.01
mangle,0.0,0.01
mangled,0.0,0.01
mangles,0.0,0.01
mangling,0.0,0.01
mania,0.0,0.01
maniac,0.0,0.01
maniacal,0.0,0.01
manic,0.0,0.01
manipulate,0.0,0.01
manipulation,0.0,0.01
manipulative,0.0,0.01
manipulators,0.0,0.01
mar,0.0,0.01
marginal,0.0,0.01
marginally,0.0,0.01
martyrdom,0.0,0.01
martyrdom-seeking,0.0,0.01
mashed,0.0,0.01
massacre,0.0,0.01
massacres,0.0,0.01
matte,0.0,0.01
mawkish,0.0,0.01
mawkishly,0.0,0.01
mawkishness,0.0,0.01
meager,0.0,0.01
meaningless,0.0,0.01
meanness,0.0,0.01
measly,0.0,0.01
meddle,0.0,0.01
meddlesome,0.0,0.01
mediocre,0.0,0.01
mediocrity,0.0,0.01
melancholy,0.0,0.01
melodramatic,0.0,0.01
melodramatically,0.0,0.01
meltdown,0.0,0.01
menace,0.0,0.01
menacing,0.0,0.01
menacingly,0.0,0.01
mendacious,0.0,0.01
mendacity,0.0,0.01
menial,0.0,0.01
merciless,0.0,0.01
mercilessly,0.0,0.01
mess,0.0,0.01
messed,0.0,0.01
messes,0.0,0.01
messing,0.0,0.01
messy,0.0,0.01
midget,0.0,0.01
miff,0.0,0.01
militancy,0.0,0.01
mindless,0.0,0.01
mindlessly,0.0,0.01
mirage,0.0,0.01
mire,0.0,0.01
misalign,0.0,0.01
misaligned,0.0,0.01
misaligns,0.0,0.01
misapprehend,0.0,0.01
misbecome,0.0,0.01
misbecoming,0.0,0.01
misbegotten,0.0,0.01
misbehave,0.0,0.01
misbehavior,0.0,0.01
miscalculate,0.0,0.01
miscalculation,0.0,0.01
miscellaneous,0.0,0.01
mischief,0.0,0.01
mischievous,0.0,0.01
mischievously,0.0,0.01
misconception,0.0,0.01
misconceptions,0.0,0.01
miscreant,0.0,0.01
miscreants,0.0,0.01
misdirection,0.0,0.01
miser,0.0,0.01
miserable,0.0,0.01
miserableness,0.0,0.01
miserably,0.0,0.01
miseries,0.0,0.01
miserly,0.0,0.01
misery,0.0,0.01
misfit,0.0,0.01
misfortune,0.0,0.01
misgiving,0.0,0.01
misgivings,0.0,0.01
misguidance,0.0,0.01
misguide,0.0,0.01
misguided,0.0,0.01
mishandle,0.0,0.01
mishap,0.0,0.01
misinform,0.0,0.01
misinformed,0.0,0.01
misinterpret,0.0,0.01
misjudge,0.0,0.01
misjudgment,0.0,0.01
mislead,0.0,0.01
misleading,0.0,0.01
misleadingly,0.0,0.01
mislike,0.0,0.01
mismanage,0.0,0.01
mispronounce,0.0,0.01
mispronounced,0.0,0.01
mispronounces,0.0,0.01
misread,0.0,0.01
misreading,0.0,0.01
misrepresent,0.0,0.01
misrepresentation,0.0,0.01
miss,0.0,0.01
missed,0.0,0.01
misses,0.0,0.01
misstatement,0.0,0.01
mist,0.0,0.01
mistake,0.0,0.01
mistaken,0.0,0.01
mistakenly,0.0,0.01
mistakes,0.0,0.01
mistified,0.0,0.01
mistress,0.0,0.01
mistrust,0.0,0.01
mistrustful,0.0,0.01
mistrustfully,0.0,0.01
mists,0.0,0.01
misunderstand,0.0,0.01
misunderstanding,0.0,0.01
misunderstandings,0.0,0.01
misunderstood,0.0,0.01
misuse,0.0,0.01
moan,0.0,0.01
mobster,0.0,0.01
mock,0.0,0.01
mocked,0.0,0.01
mockeries,0.0,0.01
mockery,0.0,0.01
mocking,0.0,0.01
mockingly,0.0,0.01
mocks,0.0,0.01
molest,0.0,0.01
molestation,0.0,0.01
monotonous,0.0,0.01
monotony,0.0,0.01
monster,0.0,0.01
monstrosities,0.0,0.01
monstrosity,0.0,0.01
monstrous,0.0,0.01
monstrously,0.0,0.01
moody,0.0,0.01
moot,0.0,0.01
mope,0.0,0.01
morbid,0.0,0.01
morbidly,0.0,0.01
mordant,0.0,0.01
mordantly,0.0,0.01
moribund,0.0,0.01
moron,0.0,0.01
moronic,0.0,0.01
morons,0.0,0.01
mortification,0.0,0.01
mortified,0.0,0.01
mortify,0.0,0.01
mortifying,0.0,0.01
motionless,0.0,0.01
motley,0.0,0.01
mourn,0.0,0.01
mourner,0.0,0.01
mournful,0.0,0.01
mournfully,0.0,0.01
muddle,0.0,0.01
muddy,0.0,0.01
mudslinger,0.0,0.01
mudslinging,0.0,0.01
mulish,0.0,0.01
multi-polarization,0.0,0.01
mundane,0.0,0.01
murder,0.0,0.01
murderer,0.0,0.01
murderous,0.0,0.01
murderously,0.0,0.01
murky,0.0,0.01
muscle-flexing,0.0,0.01
mushy,0.0,0.01
musty,0.0,0.01
mysterious,0.0,0.01
mysteriously,0.0,0.01
mystery,0.0,0.01
mystify,0.0,0.01
myth,0.0,0.01
nag,0.0,0.01
nagging,0.0,0.01
naive,0.0,0.01
naively,0.0,0.01
narrower,0.0,0.01
nastily,0.0,0.01
nastiness,0.0,0.01
nasty,0.0,0.01
naughty,0.0,0.01
nauseate,0.0,0.01
nauseates,0.0,0.01
nauseating,0.0,0.01
nauseatingly,0.0,0.01
na�ve,0.0,0.01
nebulous,0.0,0.01
nebulously,0.0,0.01
needless,0.0,0.01
needlessly,0.0,0.01
needy,0.0,0.01
nefarious,0.0,0.01
nefariously,0.0,0.01
negate,0.0,0.01
negation,0.0,0.01
negative,0.0,0.01
negatives,0.0,0.01
negativity,0.0,0.01
neglect,0.0,0.01
neglected,0.0,0.01
negligence,0.0,0.01
negligent,0.0,0.01
nemesis,0.0,0.01
nepotism,0.0,0.01
nervous,0.0,0.01
nervously,0.0,0.01
nervousness,0.0,0.01
nettle,0.0,0.01
nettlesome,0.0,0.01
neurotic,0.0,0.01
neurotically,0.0,0.01
niggle,0.0,0.01
niggles,0.0,0.01
nightmare,0.0,0.01
nightmarish,0.0,0.01
nightmarishly,0.0,0.01
nitpick,0.0,0.01
nitpicking,0.0,0.01
noise,0.0,0.01
noises,0.0,0.01
noisier,0.0,0.01
noisy,0.0,0.01
non-confidence,0.0,0.01
nonexistent,0.0,0.01
nonresponsive,0.0,0.01
nonsense,0.0,0.01
nosey,0.0,0.01
notoriety,0.0,0.01
notorious,0.0,0.01
notoriously,0.0,0.01
noxious,0.0,0.01
nuisance,0.0,0.01
numb,0.0,0.01
obese,0.0,0.01
object,0.0,0.01
objection,0.0,0.01
objectionable,0.0,0.01
objections,0.0,0.01
oblique,0.0,0.01
obliterate,0.0,0.01
obliterated,0.0,0.01
oblivious,0.0,0.01
obnoxious,0.0,0.01
obnoxiously,0.0,0.01
obscene,0.0,0.01
obscenely,0.0,0.01
obscenity,0.0,0.01
obscure,0.0,0.01
obscured,0.0,0.01
obscures,0.0,0.01
obscurity,0.0,0.01
obsess,0.0,0.01
obsessive,0.0,0.01
obsessively,0.0,0.01
obsessiveness,0.0,0.01
obsolete,0.0,0.01
obstacle,0.0,0.01
obstinate,0.0,0.01
obstinately,0.0,0.01
obstruct,0.0,0.01
obstructed,0.0,0.01
obstructing,0.0,0.01
obstruction,0.0,0.01
obstructs,0.0,0.01
obtrusive,0.0,0.01
obtuse,0.0,0.01
occlude,0.0,0.01
occluded,0.0,0.01
occludes,0.0,0.01
occluding,0.0,0.01
odd,0.0,0.01
odder,0.0,0.01
oddest,0.0,0.01
oddities,0.0,0.01
oddity,0.0,0.01
oddly,0.0,0.01
odor,0.0,0.01
offence,0.0,0.01
offend,0.0,0.01
offender,0.0,0.01
offending,0.0,0.01
offenses,0.0,0.01
offensive,0.0,0.01
offensively,0.0,0.01
offensiveness,0.0,0.01
officious,0.0,0.01
ominous,0.0,0.01
ominously,0.0,0.01
omission,0.0,0.01
omit,0.0,0.01
one-sided,0.0,0.01
onerous,0.0,0.01
onerously,0.0,0.01
onslaught,0.0,0.01
opinionated,0.0,0.01
opponent,0.0,0.01
opportunistic,0.0,0.01
oppose,0.0,0.01
opposition,0.0,0.01
oppositions,0.0,0.01
oppress,0.0,0.01
oppression,0.0,0.01
oppressive,0.0,0.01
oppressively,0.0,0.01
oppressiveness,0.0,0.01
oppressors,0.0,0.01
ordeal,0.0,0.01
orphan,0.0,0.01
ostracize,0.0,0.01
outbreak,0.0,0.01
outburst,0.0,0.01
outbursts,0.0,0.01
outcast,0.0,0.01
outcry,0.0,0.01
outlaw,0.0,0.01
outmoded,0.0,0.01
outrage,0.0,0.01
outraged,0.0,0.01
outrageous,0.0,0.01
outrageously,0.0,0.01
outrageousness,0.0,0.01
outrages,0.0,0.01
outsider,0.0,0.01
over-acted,0.0,0.01
over-awe,0.0,0.01
over-balanced,0.0,0.01
over-hyped,0.0,0.01
over-priced,0.0,0.01
over-valuation,0.0,0.01
overact,0.0,0.01
overacted,0.0,0.01
overawe,0.0,0.01
overbalance,0.0,0.01
overbalanced,0.0,0.01
overbearing,0.0,0.01
overbearingly,0.0,0.01
overblown,0.0,0.01
overdo,0.0,0.01
overdone,0.0,0.01
overdue,0.0,0.01
overemphasize,0.0,0.01
overheat,0.0,0.01
overkill,0.0,0.01
overloaded,0.0,0.01
overlook,0.0,0.01
overpaid,0.0,0.01
overpayed,0.0,0.01
overplay,0.0,0.01
overpower,0.0,0.01
overpriced,0.0,0.01
overrated,0.0,0.01
overreach,0.0,0.01
overrun,0.0,0.01
overshadow,0.0,0.01
oversight,0.0,0.01
oversights,0.0,0.01
oversimplification,0.0,0.01
oversimplified,0.0,0.01
oversimplify,0.0,0.01
oversize,0.0,0.01
overstate,0.0,0.01
overstated,0.0,0.01
overstatement,0.0,0.01
overstatements,0.0,0.01
overstates,0.0,0.01
overtaxed,0.0,0.01
overthrow,0.0,0.01
overthrows,0.0,0.01
overturn,0.0,0.01
overweight,0.0,0.01
overwhelm,0.0,0.01
overwhelmed,0.0,0.01
overwhelming,0.0,0.01
overwhelmingly,0.0,0.01
overwhelms,0.0,0.01
overzealous,0.0,0.01
overzealously,0.0,0.01
overzelous,0.0,0.01
pain,0.0,0.01
painful,0.0,0.01
painfull,0.0,0.01
painfully,0.0,0.01
pains,0.0,0.01
pale,0.0,0.01
pales,0.0,0.01
paltry,0.0,0.01
pan,0.0,0.01
pandemonium,0.0,0.01
pander,0.0,0.01
pandering,0.0,0.01
panders,0.0,0.01
panic,0.0,0.01
panick,0.0,0.01
panicked,0.0,0.01
panicking,0.0,0.01
panicky,0.0,0.01
paradoxical,0.0,0.01
paradoxically,0.0,0.01
paralize,0.0,0.01
paralyzed,0.0,0.01
paranoia,0.0,0.01
paranoid,0.0,0.01
parasite,0.0,0.01
pariah,0.0,0.01
parody,0.0,0.01
partiality,0.0,0.01
partisan,0.0,0.01
partisans,0.0,0.01
passe,0.0,0.01
passive,0.0,0.01
passiveness,0.0,0.01
pathetic,0.0,0.01
pathetically,0.0,0.01
patronize,0.0,0.01
paucity,0.0,0.01
pauper,0.0,0.01
paupers,0.0,0.01
payback,0.0,0.01
peculiar,0.0,0.01
peculiarly,0.0,0.01
pedantic,0.0,0.01
peeled,0.0,0.01
peeve,0.0,0.01
peeved,0.0,0.01
peevish,0.0,0.01
peevishly,0.0,0.01
penalize,0.0,0.01
penalty,0.0,0.01
perfidious,0.0,0.01
perfidity,0.0,0.01
perfunctory,0.0,0.01
peril,0.0,0.01
perilous,0.0,0.01
perilously,0.0,0.01
perish,0.0,0.01
pernicious,0.0,0.01
perplex,0.0,0.01
perplexed,0.0,0.01
perplexing,0.0,0.01
perplexity,0.0,0.01
persecute,0.0,0.01
persecution,0.0,0.01
pertinacious,0.0,0.01
pertinaciously,0.0,0.01
pertinacity,0.0,0.01
perturb,0.0,0.01
perturbed,0.0,0.01
pervasive,0.0,0.01
perverse,0.0,0.01
perversely,0.0,0.01
perversion,0.0,0.01
perversity,0.0,0.01
pervert,0.0,0.01
perverted,0.0,0.01
perverts,0.0,0.01
pessimism,0.0,0.01
pessimistic,0.0,0.01
pessimistically,0.0,0.01
pest,0.0,0.01
pestilent,0.0,0.01
petrified,0.0,0.01
petrify,0.0,0.01
pettifog,0.0,0.01
petty,0.0,0.01
phobia,0.0,0.01
phobic,0.0,0.01
phony,0.0,0.01
picket,0.0,0.01
picketed,0.0,0.01
picketing,0.0,0.01
pickets,0.0,0.01
picky,0.0,0.01
pig,0.0,0.01
pigs,0.0,0.01
pillage,0.0,0.01
pillory,0.0,0.01
pimple,0.0,0.01
pinch,0.0,0.01
pique,0.0,0.01
pitiable,0.0,0.01
pitiful,0.0,0.01
pitifully,0.0,0.01
pitiless,0.0,0.01
pitilessly,0.0,0.01
pittance,0.0,0.01
pity,0.0,0.01
plagiarize,0.0,0.01
plague,0.0,0.01
plasticky,0.0,0.01
plaything,0.0,0.01
plea,0.0,0.01
pleas,0.0,0.01
plebeian,0.0,0.01
plight,0.0,0.01
plot,0.0,0.01
plotters,0.0,0.01
ploy,0.0,0.01
plunder,0.0,0.01
plunderer,0.0,0.01
pointless,0.0,0.01
pointlessly,0.0,0.01
poison,0.0,0.01
poisonous,0.0,0.01
poisonously,0.0,0.01
pokey,0.0,0.01
poky,0.0,0.01
polarisation,0.0,0.01
polemize,0.0,0.01
pollute,0.0,0.01
polluter,0.0,0.01
polluters,0.0,0.01
polution,0.0,0.01
pompous,0.0,0.01
poor,0.0,0.01
poorer,0.0,0.01
poorest,0.0,0.01
poorly,0.0,0.01
posturing,0.0,0.01
pout,0.0,0.01
poverty,0.0,0.01
powerless,0.0,0.01
prate,0.0,0.01
pratfall,0.0,0.01
prattle,0.0,0.01
precarious,0.0,0.01
precariously,0.0,0.01
precipitate,0.0,0.01
precipitous,0.0,0.01
predatory,0.0,0.01
predicament,0.0,0.01
prejudge,0.0,0.01
prejudice,0.0,0.01
prejudices,0.0,0.01
prejudicial,0.0,0.01
premeditated,0.0,0.01
preoccupy,0.0,0.01
preposterous,0.0,0.01
preposterously,0.0,0.01
presumptuous,0.0,0.01
presumptuously,0.0,0.01
pretence,0.0,0.01
pretend,0.0,0.01
pretense,0.0,0.01
pretentious,0.0,0.01
pretentiously,0.0,0.01
prevaricate,0.0,0.01
pricey,0.0,0.01
pricier,0.0,0.01
prick,0.0,0.01
prickle,0.0,0.01
prickles,0.0,0.01
prideful,0.0,0.01
prik,0.0,0.01
primitive,0.0,0.01
prison,0.0,0.01
prisoner,0.0,0.01
problem,0.0,0.01
problematic,0.0,0.01
problems,0.0,0.01
procrastinate,0.0,0.01
procrastinates,0.0,0.01
procrastination,0.0,0.01
profane,0.0,0.01
profanity,0.0,0.01
prohibit,0.0,0.01
prohibitive,0.0,0.01
prohibitively,0.0,0.01
propaganda,0.0,0.01
propagandize,0.0,0.01
proprietary,0.0,0.01
prosecute,0.0,0.01
protest,0.0,0.01
protested,0.0,0.01
protesting,0.0,0.01
protests,0.0,0.01
protracted,0.0,0.01
provocation,0.0,0.01
provocative,0.0,0.01
provoke,0.0,0.01
pry,0.0,0.01
pugnacious,0.0,0.01
pugnaciously,0.0,0.01
pugnacity,0.0,0.01
punch,0.0,0.01
punish,0.0,0.01
punishable,0.0,0.01
punitive,0.0,0.01
punk,0.0,0.01
puny,0.0,0.01
puppet,0.0,0.01
puppets,0.0,0.01
puzzled,0.0,0.01
puzzlement,0.0,0.01
puzzling,0.0,0.01
quack,0.0,0.01
qualm,0.0,0.01
qualms,0.0,0.01
quandary,0.0,0.01
quarrel,0.0,0.01
quarrellous,0.0,0.01
quarrellously,0.0,0.01
quarrels,0.0,0.01
quarrelsome,0.0,0.01
quash,0.0,0.01
queer,0.0,0.01
questionable,0.0,0.01
quibble,0.0,0.01
quibbles,0.0,0.01
quitter,0.0,0.01
rabid,0.0,0.01
racism,0.0,0.01
racist,0.0,0.01
racists,0.0,0.01
racy,0.0,0.01
radical,0.0,0.01
radicalization,0.0,0.01
radically,0.0,0.01
radicals,0.0,0.01
rage,0.0,0.01
ragged,0.0,0.01
raging,0.0,0.01
rail,0.0,0.01
raked,0.0,0.01
rampage,0.0,0.01
rampant,0.0,0.01
ramshackle,0.0,0.01
rancor,0.0,0.01
randomly,0.0,0.01
rankle,0.0,0.01
rant,0.0,0.01
ranted,0.0,0.01
ranting,0.0,0.01
rantingly,0.0,0.01
rants,0.0,0.01
rape,0.0,0.01
raped,0.0,0.01
raping,0.0,0.01
rascal,0.0,0.01
rascals,0.0,0.01
rash,0.0,0.01
rattle,0.0,0.01
rattled,0.0,0.01
rattles,0.0,0.01
ravage,0.0,0.01
raving,0.0,0.01
reactionary,0.0,0.01
rebellious,0.0,0.01
rebuff,0.0,0.01
rebuke,0.0,0.01
recalcitrant,0.0,0.01
recant,0.0,0.01
recession,0.0,0.01
recessionary,0.0,0.01
reckless,0.0,0.01
recklessly,0.0,0.01
recklessness,0.0,0.01
recoil,0.0,0.01
recourses,0.0,0.01
redundancy,0.0,0.01
redundant,0.0,0.01
refusal,0.0,0.01
refuse,0.0,0.01
refused,0.0,0.01
refuses,0.0,0.01
refusing,0.0,0.01
refutation,0.0,0.01
refute,0.0,0.01
refuted,0.0,0.01
refutes,0.0,0.01
refuting,0.0,0.01
regress,0.0,0.01
regression,0.0,0.01
regressive,0.0,0.01
regret,0.0,0.01
regreted,0.0,0.01
regretful,0.0,0.01
regretfully,0.0,0.01
regrets,0.0,0.01
regrettable,0.0,0.01
regrettably,0.0,0.01
regretted,0.0,0.01
reject,0.0,0.01
rejected,0.0,0.01
rejecting,0.0,0.01
rejection,0.0,0.01
rejects,0.0,0.01
relapse,0.0,0.01
relentless,0.0,0.01
relentlessly,0.0,0.01
relentlessness,0.0,0.01
reluctance,0.0,0.01
reluctant,0.0,0.01
reluctantly,0.0,0.01
remorse,0.0,0.01
remorseful,0.0,0.01
remorsefully,0.0,0.01
remorseless,0.0,0.01
remorselessly,0.0,0.01
remorselessness,0.0,0.01
renounce,0.0,0.01
renunciation,0.0,0.01
repel,0.0,0.01
repetitive,0.0,0.01
reprehensible,0.0,0.01
reprehensibly,0.0,0.01
reprehension,0.0,0.01
reprehensive,0.0,0.01
repress,0.0,0.01
repression,0.0,0.01
repressive,0.0,0.01
reprimand,0.0,0.01
reproach,0.0,0.01
reproachful,0.0,0.01
reprove,0.0,0.01
reprovingly,0.0,0.01
repudiate,0.0,0.01
repudiation,0.0,0.01
repugn,0.0,0.01
repugnance,0.0,0.01
repugnant,0.0,0.01
repugnantly,0.0,0.01
repulse,0.0,0.01
repulsed,0.0,0.01
repulsing,0.0,0.01
repulsive,0.0,0.01
repulsively,0.0,0.01
repulsiveness,0.0,0.01
resent,0.0,0.01
resentful,0.0,0.01
resentment,0.0,0.01
resignation,0.0,0.01
resigned,0.0,0.01
resistance,0.0,0.01
restless,0.0,0.01
restlessness,0.0,0.01
restrict,0.0,0.01
restricted,0.0,0.01
restriction,0.0,0.01
restrictive,0.0,0.01
resurgent,0.0,0.01
retaliate,0.0,0.01
retaliatory,0.0,0.01
retard,0.0,0.01
retarded,0.0,0.01
retardedness,0.0,0.01
retards,0.0,0.01
reticent,0.0,0.01
retract,0.0,0.01
retreat,0.0,0.01
retreated,0.0,0.01
revenge,0.0,0.01
revengeful,0.0,0.01
revengefully,0.0,0.01
revert,0.0,0.01
revile,0.0,0.01
reviled,0.0,0.01
revoke,0.0,0.01
revolt,0.0,0.01
revolting,0.0,0.01
revoltingly,0.0,0.01
revulsion,0.0,0.01
revulsive,0.0,0.01
rhapsodize,0.0,0.01
rhetoric,0.0,0.01
rhetorical,0.0,0.01
ricer,0.0,0.01
ridicule,0.0,0.01
ridicules,0.0,0.01
ridiculous,0.0,0.01
ridiculously,0.0,0.01
rife,0.0,0.01
rift,0.0,0.01
rifts,0.0,0.01
rigid,0.0,0.01
rigidity,0.0,0.01
rigidness,0.0,0.01
rile,0.0,0.01
riled,0.0,0.01
rip,0.0,0.01
rip-off,0.0,0.01
ripoff,0.0,0.01
ripped,0.0,0.01
risk,0.0,0.01
risks,0.0,0.01
risky,0.0,0.01
rival,0.0,0.01
rivalry,0.0,0.01
roadblocks,0.0,0.01
rocky,0.0,0.01
rogue,0.0,0.01
rollercoaster,0.0,0.01
rot,0.0,0.01
rotten,0.0,0.01
rough,0.0,0.01
rremediable,0.0,0.01
rubbish,0.0,0.01
rude,0.0,0.01
rue,0.0,0.01
ruffian,0.0,0.01
ruffle,0.0,0.01
ruin,0.0,0.01
ruined,0.0,0.01
ruining,0.0,0.01
ruinous,0.0,0.01
ruins,0.0,0.01
rumbling,0.0,0.01
